Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S64304613,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-02-09,09:12 AM,eBird - Stationary Count,10,1,,,1,,2,bpi48
S64416349,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-02-09,09:23 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-48
S72067328,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-08-02,08:42 AM,eBird - Stationary Count,10,1,,,1,,5,bpi48
S72117690,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-08-02,08:51 AM,eBird - Stationary Count,10,1,,,1,,3
S60220436,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2019-09-26,05:53 AM,eBird - Stationary Count,10,1,,,1,,5,BPI49
S72067324,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2020-08-02,08:54 AM,eBird - Stationary Count,10,1,,,1,,5,bpi49
S60220522,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11129886,BPI-050-CR,10.1220225,-84.5298859,2019-09-27,06:04 AM,eBird - Stationary Count,15,1,,,1,,2,BPI50
S60270949,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11129901,BPI-051-CR,10.1207163,-84.529712,2019-10-01,08:22 AM,eBird - Stationary Count,11,1,,,1,,2,Bpi51
S60276755,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11129914,BPI-052-CR,10.1216996,-84.5305825,2019-10-01,07:52 AM,eBird - Stationary Count,11,1,,,1,,2,BPI52
S73642634,Gray-headed Chachalaca,Ortalis cinereiceps,751,10,CR-A,,L11129914,BPI-052-CR,10.1216996,-84.5305825,2020-08-19,09:32 AM,eBird - Stationary Count,10,1,,,1,,10,BPI-052-CR
S60276748,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129929,BPI-053-CR,10.117497,-84.5332645,2019-10-01,07:10 AM,eBird - Stationary Count,10,1,,,1,,5,bpi53
S60270926,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11129929,BPI-053-CR,10.117497,-84.5332645,2019-10-01,07:22 AM,eBird - Stationary Count,12,1,,,1,,2,Bpi53
S73639293,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11129929,BPI-053-CR,10.117497,-84.5332645,2020-08-19,07:40 AM,eBird - Stationary Count,10,1,,,1
S60276740,Gray-headed Chachalaca,Ortalis cinereiceps,751,9,CR-A,,L11129953,BPI-054-CR,10.1198899,-84.5336269,2019-10-01,06:44 AM,eBird - Stationary Count,13,1,,,1,,9,BPI-54
S60270902,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11129962,BPI-055-CR,10.1199831,-84.532486,2019-10-01,06:39 AM,eBird - Stationary Count,14,1,,,1,,1,Bpi55
S60225562,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11129980,BPI-056-CR,10.1214581,-84.5323145,2019-09-27,09:03 AM,eBird - Stationary Count,11,1,,,1,,3
S60276722,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129980,BPI-056-CR,10.1214581,-84.5323145,2019-10-01,06:05 AM,eBird - Stationary Count,12,1,,,2,,5,bpi 56
S60270886,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11129980,BPI-056-CR,10.1214581,-84.5323145,2019-10-01,06:17 AM,eBird - Stationary Count,15,1,,,1,,2,Bpi56
S64604322,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129980,BPI-056-CR,10.1214581,-84.5323145,2020-02-13,06:59 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-56
S64431422,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129980,BPI-056-CR,10.1214581,-84.5323145,2020-02-13,07:12 AM,eBird - Stationary Count,10,1,,,1,,5,bpi 56
S73639227,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11129980,BPI-056-CR,10.1214581,-84.5323145,2020-08-21,07:23 AM,eBird - Stationary Count,10,1,,,1,,1
S65234661,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129988,BPI-057-CR,10.1393295,-84.5117277,2020-02-26,05:53 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-57
S60517903,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11129998,BPI-058-CR,10.1405595,-84.511798,2019-10-09,08:31 AM,eBird - Stationary Count,10,1,,,1,,3,bpi58
S65172454,Gray-headed Chachalaca,Ortalis cinereiceps,751,16,CR-A,,L11129998,BPI-058-CR,10.1405595,-84.511798,2020-02-26,05:56 AM,eBird - Stationary Count,10,1,,,1,,10,bpi58
S65234690,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11129998,BPI-058-CR,10.1405595,-84.511798,2020-02-26,06:06 AM,eBird - Stationary Count,10,1,,,1,,,BPI-58
S60471551,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130009,BPI-059-CR,10.140456,-84.5100674,2019-10-08,06:40 AM,eBird - Stationary Count,10,1,,,1,,5,bpi 59
S60517906,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130009,BPI-059-CR,10.140456,-84.5100674,2019-10-09,08:51 AM,eBird - Stationary Count,10,1,,,1,,2,BPI59
S73643526,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130009,BPI-059-CR,10.140456,-84.5100674,2020-07-26,05:34 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-059-CR
S65172495,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130017,BPI-060-CR,10.1378714,-84.5125708,2020-02-26,06:45 AM,eBird - Stationary Count,10,1,,,1,,,bpi60
S65234647,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130017,BPI-060-CR,10.1378714,-84.5125708,2020-02-26,06:54 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-60
S65172499,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130030,BPI-061-CR,10.1380778,-84.515772,2020-02-26,07:02 AM,eBird - Stationary Count,11,1,,,1,,5,bpi61
S65233900,Gray-headed Chachalaca,Ortalis cinereiceps,751,9,CR-A,,L11130030,BPI-061-CR,10.1380778,-84.515772,2020-02-26,07:14 AM,eBird - Stationary Count,10,1,,,1,,9,BPI-61
S71880294,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130030,BPI-061-CR,10.1380778,-84.515772,2020-07-26,06:51 AM,eBird - Stationary Count,10,1,,,1,,2,bpi61
S60517881,Gray-headed Chachalaca,Ortalis cinereiceps,751,4,CR-A,,L11130039,BPI-062-CR,10.1376265,-84.5172647,2019-10-09,06:32 AM,eBird - Stationary Count,10,1,,,1,,4,bpi62
S60517887,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130039,BPI-062-CR,10.1376265,-84.5172647,2019-10-09,07:03 AM,eBird - Stationary Count,10,1,,,1,,2,bpi-62
S65172506,Gray-headed Chachalaca,Ortalis cinereiceps,751,10,CR-A,,L11130039,BPI-062-CR,10.1376265,-84.5172647,2020-02-26,07:18 AM,eBird - Stationary Count,11,1,,,1,,10,bpi62
S65234717,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130039,BPI-062-CR,10.1376265,-84.5172647,2020-02-26,07:31 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-62
S61001004,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130089,BPI-064-CR,10.1217069,-84.5517758,2019-10-18,06:17 AM,eBird - Stationary Count,11,1,,,1,,2,BPI-664
S61000881,Gray-headed Chachalaca,Ortalis cinereiceps,751,20,CR-A,,L11130100,BPI-065-CR,10.1217769,-84.5532837,2019-10-18,06:40 AM,eBird - Stationary Count,10,1,,,1,,20,BPI-665
S65436709,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130100,BPI-065-CR,10.1217769,-84.5532837,2020-03-04,06:29 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-65
S72427716,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130100,BPI-065-CR,10.1217769,-84.5532837,2020-08-15,08:14 AM,eBird - Stationary Count,13,1,,,2
S72429368,Gray-headed Chachalaca,Ortalis cinereiceps,751,4,CR-A,,L11130111,BPI-066-CR,10.1155724,-84.556157,2020-08-15,08:57 AM,eBird - Stationary Count,11,1,,,2,,4
S65436650,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130127,BPI-067-CR,10.116039,-84.5570623,2020-03-04,07:16 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-67
S65436461,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130135,BPI-068-CR,10.1153751,-84.5579698,2020-03-04,07:22 AM,eBird - Stationary Count,10,1,,,1,,,bpi68
S65514550,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130135,BPI-068-CR,10.1153751,-84.5579698,2020-03-05,07:21 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-68
S73639798,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130135,BPI-068-CR,10.1153751,-84.5579698,2020-08-15,09:17 AM,eBird - Stationary Count,9,1,,,1,,1
S61000786,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130141,BPI-069-CR,10.1160136,-84.5586206,2019-10-18,08:30 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-669
S73639786,Gray-headed Chachalaca,Ortalis cinereiceps,751,9,CR-A,,L11130141,BPI-069-CR,10.1160136,-84.5586206,2020-08-15,09:30 AM,eBird - Stationary Count,10,1,,,1,,9
S65398994,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130205,BPI-071-CR,10.072315,-84.4748727,2020-03-03,07:13 AM,eBird - Stationary Count,10,1,,,1,,3,bpi71
S60841586,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130216,BPI-072-CR,10.0719252,-84.4764668,2019-10-22,06:27 AM,eBird - Stationary Count,11,1,,,1,,5,bpi72
S65414173,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130259,BPI-075-CR,10.0701593,-84.4758064,2020-03-01,08:08 AM,eBird - Stationary Count,10,1,,,1,,,BPI-75
S64605731,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130298,BPI-077-CR,10.0427887,-84.4690282,2020-02-14,09:13 AM,eBird - Stationary Count,10,1,,,1,,,BPI-77
S71880474,Gray-headed Chachalaca,Ortalis cinereiceps,751,10,CR-A,,L11130298,BPI-077-CR,10.0427887,-84.4690282,2020-07-27,08:38 AM,eBird - Stationary Count,10,1,,,1,,10,bpi77
S60876816,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130339,BPI-080-CR,10.0403151,-84.4739848,2019-10-23,08:23 AM,eBird - Stationary Count,12,1,,,1,,,bpi80 no aaa
S60917797,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130339,BPI-080-CR,10.0403151,-84.4739848,2019-10-25,07:19 AM,eBird - Stationary Count,10,1,,,1,,5,bpi80
S64483095,Gray-headed Chachalaca,Ortalis cinereiceps,751,10,CR-A,,L11130339,BPI-080-CR,10.0403151,-84.4739848,2020-02-14,07:24 AM,eBird - Stationary Count,10,1,,,1,,10,bpi80
S64605434,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130339,BPI-080-CR,10.0403151,-84.4739848,2020-02-14,07:34 AM,eBird - Stationary Count,10,1,,,1,,3,BPI-80
S71880422,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130339,BPI-080-CR,10.0403151,-84.4739848,2020-07-27,07:10 AM,eBird - Stationary Count,10,1,,,1,,5,bpi80
S72117403,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130344,BPI-081-CR,10.0386452,-84.4740873,2020-07-28,07:24 AM,eBird - Stationary Count,10,1,,,1,,3
S72117393,Gray-headed Chachalaca,Ortalis cinereiceps,751,4,CR-A,,L11130359,BPI-082-CR,10.0376128,-84.4741681,2020-07-28,07:11 AM,eBird - Stationary Count,10,1,,,1,,4
S73588175,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130432,BPI-086-CR,10.1117266,-84.53775,2020-08-22,08:26 AM,eBird - Stationary Count,10,1,,,1,,1
S61056118,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130458,BPI-088-CR,10.109647,-84.5430596,2019-10-29,06:41 AM,eBird - Stationary Count,12,1,,,2
S71779950,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130491,BPI-090-CR,10.1417126,-84.555205,2020-07-24,05:35 AM,eBird - Stationary Count,10,1,,,1,,2,bpi90
S71880368,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130499,BPI-091-CR,10.1420472,-84.5566407,2020-07-26,10:09 AM,eBird - Stationary Count,10,1,,,1,,,bpi91
S61091293,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130539,BPI-094-CR,10.155725,-84.5401886,2019-11-01,07:08 AM,eBird - Stationary Count,10,1,,,1,,1,bpi94
S61091280,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2019-10-31,09:19 AM,eBird - Stationary Count,10,1,,,1,,5,bpi95
S65233734,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-02-26,08:32 AM,eBird - Stationary Count,11,1,,,1,,5,BPI-95
S73643333,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-24,07:34 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-95-CR
S71780004,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-24,07:52 AM,eBird - Stationary Count,10,1,,,1,,2,bpi95
S71880315,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-26,07:43 AM,eBird - Stationary Count,10,1,,,1,,,bpi95
S73646009,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-26,07:54 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-095-CR
S65066560,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2020-02-25,07:27 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-96
S65059253,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2020-02-25,07:41 AM,eBird - Stationary Count,10,1,,,1,,5,bpi96
S61254196,Gray-headed Chachalaca,Ortalis cinereiceps,751,4,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2019-11-07,06:22 AM,eBird - Stationary Count,12,1,,,1,,,bpi97
S61254234,Gray-headed Chachalaca,Ortalis cinereiceps,751,4,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2019-11-07,07:10 AM,eBird - Stationary Count,13,1,,,1,,,bpi97,252299151
S65018290,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-02-24,07:27 AM,eBird - Stationary Count,10,1,,,1,,5,bpi97
S65059245,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-02-25,07:26 AM,eBird - Stationary Count,10,1,,,1,,,97
S73642031,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-08-07,06:38 AM,eBird - Stationary Count,10,1,,,1,,1
S73641729,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-08-09,08:34 AM,eBird - Stationary Count,10,1,,,1
S65066587,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130588,BPI-098-CR,10.0453934,-84.4846849,2020-02-25,06:59 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-98
S61235091,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130613,BPI-100-CR,10.0550119,-84.489667,2019-11-06,06:52 AM,eBird - Stationary Count,11,1,,,1,,5,bpi100
S73642167,Gray-headed Chachalaca,Ortalis cinereiceps,751,9,CR-A,,L11130613,BPI-100-CR,10.0550119,-84.489667,2020-08-07,06:01 AM,eBird - Stationary Count,10,1,,,1,,9
S61235087,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130643,BPI-101-CR,10.0613219,-84.4888351,2019-11-06,06:04 AM,eBird - Stationary Count,11,1,,,1,,5,bpi101
S61637160,Gray-headed Chachalaca,Ortalis cinereiceps,751,6,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2019-11-21,08:03 AM,eBird - Stationary Count,10,1,,,1,,,bbpi102
S63835527,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2020-01-26,06:14 AM,eBird - Stationary Count,10,1,,,1,,,bpi102
S71963998,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2020-07-30,08:01 AM,eBird - Stationary Count,10,1,,,1,,,bpi 102
S71981557,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2020-07-31,05:50 AM,eBird - Stationary Count,10,1,,,1,,3,bpi102
S72117503,Gray-headed Chachalaca,Ortalis cinereiceps,751,6,CR-A,,L11130675,BPI-103-CR,10.079394,-84.4952533,2020-07-30,08:03 AM,eBird - Stationary Count,10,1,,,1,,6
S71964005,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130675,BPI-103-CR,10.079394,-84.4952533,2020-07-30,08:22 AM,eBird - Stationary Count,10,1,,,1,,3,bpi103
S61637102,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130682,BPI-104-CR,10.0734981,-84.496473,2019-11-21,06:03 AM,eBird - Stationary Count,10,1,,,1,,5,bpi 104
S71963975,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130682,BPI-104-CR,10.0734981,-84.496473,2020-07-30,06:49 AM,eBird - Stationary Count,10,1,,,1,,3,bpi104
S72117488,Gray-headed Chachalaca,Ortalis cinereiceps,751,6,CR-A,,L11130682,BPI-104-CR,10.0734981,-84.496473,2020-07-30,06:59 AM,eBird - Stationary Count,10,1,,,1,,6
S61618579,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2019-11-19,07:24 AM,eBird - Stationary Count,10,1,,,1,,,bpi105
S61620348,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2019-11-19,07:36 AM,eBird - Stationary Count,10,1,,,2
S72117551,Gray-headed Chachalaca,Ortalis cinereiceps,751,4,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2020-07-31,06:30 AM,eBird - Stationary Count,10,1,,,1,,4
S63793537,Gray-headed Chachalaca,Ortalis cinereiceps,751,10,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2020-01-26,06:38 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-106
S71963990,Gray-headed Chachalaca,Ortalis cinereiceps,751,10,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2020-07-30,07:18 AM,eBird - Stationary Count,10,1,,,1,,10,bpi106
S72117498,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2020-07-30,07:27 AM,eBird - Stationary Count,10,1,,,1,,5
S72117545,Gray-headed Chachalaca,Ortalis cinereiceps,751,6,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2020-07-31,06:16 AM,eBird - Stationary Count,10,1,,,1,,6
S71981553,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2020-07-31,06:28 AM,eBird - Stationary Count,10,1,,,1,,2,bpi 106
S61649320,Gray-headed Chachalaca,Ortalis cinereiceps,751,15,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2019-11-22,06:17 AM,eBird - Stationary Count,13,1,,,1,,,bpi-107
S65790445,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2020-03-14,05:53 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-107
S61649381,Gray-headed Chachalaca,Ortalis cinereiceps,751,7,CR-A,,L11130729,BPI-108-CR,10.1190981,-84.5149877,2019-11-22,06:53 AM,eBird - Stationary Count,11,1,,,1,,,bpi108
S71703814,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130738,BPI-109-CR,10.0916349,-84.5577596,2020-07-21,06:22 AM,eBird - Stationary Count,10,1,,,1,,,bpi 109
S65245438,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2020-02-28,09:33 AM,eBird - Stationary Count,10,1,,,1,,,bpi111
S65257608,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2020-02-28,09:43 AM,eBird - Stationary Count,10,1,,,1,,,BPI-111
S61854161,Gray-headed Chachalaca,Ortalis cinereiceps,751,3,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2019-11-29,06:10 AM,eBird - Stationary Count,13,1,,,1,,3,bpi112
S65381437,Gray-headed Chachalaca,Ortalis cinereiceps,751,15,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-03-01,05:39 AM,eBird - Stationary Count,10,1,,,1,,15,bpi112
S72336788,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-08-12,05:42 AM,eBird - Stationary Count,10,1,,,2,,5
S61854220,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11130816,BPI-114-CR,10.0787469,-84.4854094,2019-11-29,06:50 AM,eBird - Stationary Count,15,1,,,1,,5,bpi114
S72337793,Gray-headed Chachalaca,Ortalis cinereiceps,751,4,CR-A,,L11130816,BPI-114-CR,10.0787469,-84.4854094,2020-08-12,06:15 AM,eBird - Stationary Count,10,1,,,2,,4
S73640479,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11130845,BPI-116-CR,10.0518619,-84.5148675,2020-08-13,06:47 AM,eBird - Stationary Count,11,1,,,1,,1
S64261775,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11131055,BPI-122-CR,10.1286983,-84.4219644,2020-02-08,07:28 AM,eBird - Stationary Count,10,1,,,1,,2,bpi 122
S62238343,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11131073,BPI-124-CR,10.116372,-84.44513,2019-12-06,06:27 AM,eBird - Stationary Count,10,1,,,1,,,bpi124
S71606760,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11131089,BPI-125-CR,10.1164539,-84.4423726,2020-07-16,06:02 AM,eBird - Stationary Count,10,1,,,1,,,BPI-125-CR
S64754482,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11131100,BPI-126-CR,10.1119037,-84.4410942,2020-02-19,06:44 AM,eBird - Stationary Count,10,1,,,1,,1,bpi126
S64768515,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11131100,BPI-126-CR,10.1119037,-84.4410942,2020-02-19,06:53 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-126
S64829492,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11131100,BPI-126-CR,10.1119037,-84.4410942,2020-02-20,08:26 AM,eBird - Stationary Count,10,1,,,1,,,bpi126
S64768500,Gray-headed Chachalaca,Ortalis cinereiceps,751,7,CR-A,,L11131109,BPI-127-CR,10.1103079,-84.4411276,2020-02-19,07:07 AM,eBird - Stationary Count,10,1,,,1,,7,BPI-127
S64754502,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11131121,BPI-128-CR,10.1111145,-84.4398109,2020-02-19,07:11 AM,eBird - Stationary Count,10,1,,,1,,5,bpi128
S73300491,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11131133,BPI-129-CR,10.1188244,-84.5145052,2020-08-30,08:45 AM,eBird - Stationary Count,10,0,,,1,,2
S65514476,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11131142,BPI-130-CR,10.1209466,-84.5133912,2020-03-06,06:07 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-130
S62410616,Gray-headed Chachalaca,Ortalis cinereiceps,751,10,CR-A,,L11131185,BPI-133-CR,10.1201563,-84.5120095,2019-12-17,08:46 AM,eBird - Stationary Count,15,1,,,1,,10,bpi 133
S62648408,Gray-headed Chachalaca,Ortalis cinereiceps,751,1,CR-A,,L11131237,BPI-134-CR,10.1154006,-84.5094513,2019-12-23,09:05 AM,eBird - Stationary Count,11,1,,,1,,1,BPI-134
S65637484,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11131237,BPI-134-CR,10.1154006,-84.5094513,2020-03-06,07:31 AM,eBird - Stationary Count,10,1,,,1,,5,bpi134
S73300429,Gray-headed Chachalaca,Ortalis cinereiceps,751,2,CR-A,,L11131237,BPI-134-CR,10.1154006,-84.5094513,2020-09-02,06:46 AM,eBird - Stationary Count,10,1,,,1
S73096754,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11131237,BPI-134-CR,10.1154006,-84.5094513,2020-09-02,06:58 AM,eBird - Stationary Count,10,1,,,2,,5
S65637488,Gray-headed Chachalaca,Ortalis cinereiceps,751,5,CR-A,,L11133867,BPI-135-CR,10.1155529,-84.5079289,2020-03-06,07:46 AM,eBird - Stationary Count,10,1,,,1,,,bpi135
S65790724,Gray-headed Chachalaca,Ortalis cinereiceps,751,6,CR-A,,L11133867,BPI-135-CR,10.1155529,-84.5079289,2020-03-13,07:00 AM,eBird - Stationary Count,10,1,,,1,,6,BPI-135
